fathmm	lrt	mutass	muttaster	provean	pph2_hdiv	pph2_hvar	sift	predict	benign	pathogenic
D	D	N	N	D	P	P	D	B	0.529	0.471
D	D	N	N	D	P	P	T	B	0.685	0.315
D	D	N	N	N	B	B	D	B	0.98	0.02
D	D	N	N	N	B	B	T	B	0.998	0.002
D	D	N	N	N	B	D	D	B	0.765	0.235
D	D	N	N	N	B	D	T	B	0.874	0.126
D	D	N	N	N	B	P	D	B	0.867	0.133
D	D	N	N	N	B	P	T	B	0.899	0.101
D	D	N	N	N	D	B	D	B	0.891	0.109
D	D	N	N	N	D	B	T	B	0.955	0.045
D	D	N	N	N	D	D	D	B	0.676	0.324
D	D	N	N	N	D	D	T	B	0.826	0.174
D	D	N	N	N	D	P	D	B	0.865	0.135
D	D	N	N	N	D	P	T	B	0.931	0.069
D	D	N	N	N	P	B	D	B	0.932	0.068
D	D	N	N	N	P	B	T	B	0.986	0.014
D	D	N	N	N	P	D	D	B	0.73	0.27
D	D	N	N	N	P	D	T	B	0.872	0.128
D	D	N	N	N	P	P	D	B	0.898	0.102
D	D	N	N	N	P	P	T	B	0.945	0.055
D	D	N	P	D	B	B	D	B	0.711	0.289
D	D	N	P	D	B	B	T	B	0.845	0.155
D	D	N	P	D	B	D	D	B	0.53	0.47
D	D	N	P	D	B	D	T	B	0.69	0.31
D	D	N	P	D	B	P	D	B	0.56	0.44
D	D	N	P	D	B	P	T	B	0.708	0.292
D	D	N	P	D	D	B	D	B	0.54	0.46
D	D	N	P	D	D	B	T	B	0.66	0.34
D	D	N	P	D	D	D	D	P	0.419	0.581
D	D	N	P	D	D	D	T	B	0.555	0.445
D	D	N	P	D	D	P	D	P	0.489	0.511
D	D	N	P	D	D	P	T	B	0.623	0.377
D	D	N	P	D	P	B	D	B	0.632	0.368
D	D	N	P	D	P	B	T	B	0.761	0.239
D	D	N	P	D	P	D	D	P	0.485	0.515
D	D	N	P	D	P	D	T	B	0.623	0.377
D	D	N	P	D	P	P	D	B	0.53	0.47
D	D	N	P	D	P	P	T	B	0.637	0.363
D	D	N	P	N	B	B	D	B	0.953	0.047
D	D	N	P	N	B	B	T	B	0.989	0.011
D	D	N	P	N	B	D	D	B	0.752	0.248
D	D	N	P	N	B	D	T	B	0.87	0.13
D	D	N	P	N	B	P	D	B	0.815	0.185
D	D	N	P	N	B	P	T	B	0.89	0.11
D	D	N	P	N	D	B	D	B	0.831	0.169
D	D	N	P	N	D	B	T	B	0.926	0.074
D	D	N	P	N	D	D	D	B	0.658	0.342
D	D	N	P	N	D	D	T	B	0.813	0.187
D	D	N	P	N	D	P	D	B	0.793	0.207
D	D	N	P	N	D	P	T	B	0.892	0.108
D	D	N	P	N	P	B	D	B	0.88	0.12
D	D	N	P	N	P	B	T	B	0.966	0.034
D	D	N	P	N	P	D	D	B	0.713	0.287
D	D	N	P	N	P	D	T	B	0.858	0.142
D	D	N	P	N	P	P	D	B	0.816	0.184
D	D	N	P	N	P	P	T	B	0.9	0.1
D	N	H	A	D	B	B	D	P	0.197	0.803
D	N	H	A	D	B	B	T	P	0.387	0.613
D	N	H	A	D	B	D	D	P	0.09	0.91
D	N	H	A	D	B	D	T	P	0.271	0.729
D	N	H	A	D	B	P	D	P	0.121	0.879
D	N	H	A	D	B	P	T	P	0.282	0.718
D	N	H	A	D	D	B	D	P	0.13	0.87
D	N	H	A	D	D	B	T	P	0.276	0.724
D	N	H	A	D	D	D	D	P	0.014	0.986
D	N	H	A	D	D	D	T	P	0.168	0.832
D	N	H	A	D	D	P	D	P	0.072	0.928
D	N	H	A	D	D	P	T	P	0.179	0.821
D	N	H	A	D	P	B	D	P	0.141	0.859
D	N	H	A	D	P	B	T	P	0.337	0.663
D	N	H	A	D	P	D	D	P	0.05	0.95
D	N	H	A	D	P	D	T	P	0.231	0.769
D	N	H	A	D	P	P	D	P	0.09	0.91
D	N	H	A	D	P	P	T	P	0.245	0.755
D	N	H	A	N	B	B	D	P	0.349	0.651
D	N	H	A	N	B	B	T	P	0.441	0.559
D	N	H	A	N	B	D	D	P	0.234	0.766
D	N	H	A	N	B	D	T	P	0.353	0.647
D	N	H	A	N	B	P	D	P	0.253	0.747
D	N	H	A	N	B	P	T	P	0.371	0.629
D	N	H	A	N	D	B	D	P	0.324	0.676
D	N	H	A	N	D	B	T	P	0.431	0.569
D	N	H	A	N	D	D	D	P	0.131	0.869
D	N	H	A	N	D	D	T	P	0.279	0.721
D	N	H	A	N	D	P	D	P	0.217	0.783
D	N	H	A	N	D	P	T	P	0.31	0.69
D	N	H	A	N	P	B	D	P	0.296	0.704
D	N	H	A	N	P	B	T	P	0.402	0.598
D	N	H	A	N	P	D	D	P	0.181	0.819
D	N	H	A	N	P	D	T	P	0.328	0.672
D	N	H	A	N	P	P	D	P	0.243	0.757
D	N	H	A	N	P	P	T	P	0.359	0.641
D	N	H	D	D	B	B	D	P	0.345	0.655
D	N	H	D	D	B	B	T	B	0.707	0.293
D	N	H	D	D	B	D	D	P	0.138	0.862
D	N	H	D	D	B	D	T	P	0.476	0.524
D	N	H	D	D	B	P	D	P	0.183	0.817
D	N	H	D	D	B	P	T	B	0.514	0.486
D	N	H	D	D	D	B	D	P	0.22	0.78
D	N	H	D	D	D	B	T	P	0.498	0.502
D	N	H	D	D	D	D	D	P	0.023	0.977
D	N	H	D	D	D	D	T	P	0.3	0.7
D	N	H	D	D	D	P	D	P	0.125	0.875
D	N	H	D	D	D	P	T	P	0.376	0.624
D	N	H	D	D	P	B	D	P	0.269	0.731
D	N	H	D	D	P	B	T	B	0.626	0.374
D	N	H	D	D	P	D	D	P	0.087	0.913
D	N	H	D	D	P	D	T	P	0.405	0.595
D	N	H	D	D	P	P	D	P	0.18	0.82
D	N	H	D	D	P	P	T	P	0.469	0.531
D	N	H	D	N	B	B	D	B	0.598	0.402
D	N	H	D	N	B	B	T	B	0.783	0.217
D	N	H	D	N	B	D	D	P	0.376	0.624
D	N	H	D	N	B	D	T	B	0.62	0.38
D	N	H	D	N	B	P	D	P	0.412	0.588
D	N	H	D	N	B	P	T	B	0.633	0.367
D	N	H	D	N	D	B	D	B	0.527	0.473
D	N	H	D	N	D	B	T	B	0.68	0.32
D	N	H	D	N	D	D	D	P	0.273	0.727
D	N	H	D	N	D	D	T	B	0.525	0.475
D	N	H	D	N	D	P	D	P	0.412	0.588
D	N	H	D	N	D	P	T	B	0.574	0.426
D	N	H	D	N	P	B	D	B	0.58	0.42
D	N	H	D	N	P	B	T	B	0.759	0.241
D	N	H	D	N	P	D	D	P	0.35	0.65
D	N	H	D	N	P	D	T	B	0.592	0.408
D	N	H	D	N	P	P	D	P	0.459	0.541
D	N	H	D	N	P	P	T	B	0.641	0.359
D	N	H	N	D	B	B	D	B	0.617	0.383
D	N	H	N	D	B	B	T	B	0.83	0.17
D	N	H	N	D	B	D	D	P	0.367	0.633
D	N	H	N	D	B	D	T	B	0.611	0.389
D	N	H	N	D	B	P	D	P	0.468	0.532
D	N	H	N	D	B	P	T	B	0.663	0.337
D	N	H	N	D	D	B	D	P	0.469	0.531
D	N	H	N	D	D	B	T	B	0.615	0.385
D	N	H	N	D	D	D	D	P	0.248	0.752
D	N	H	N	D	D	D	T	P	0.448	0.552
D	N	H	N	D	D	P	D	P	0.452	0.548
D	N	H	N	D	D	P	T	B	0.558	0.442
D	N	H	N	D	P	B	D	P	0.484	0.516
D	N	H	N	D	P	B	T	B	0.726	0.274
D	N	H	N	D	P	D	D	P	0.27	0.73
D	N	H	N	D	P	D	T	B	0.534	0.466
D	N	H	N	D	P	P	D	P	0.375	0.625
D	N	H	N	D	P	P	T	B	0.606	0.394
D	N	H	N	N	B	B	D	B	0.686	0.314
D	N	H	N	N	B	B	T	B	0.825	0.175
D	N	H	N	N	B	D	D	B	0.524	0.476
D	N	H	N	N	B	D	T	B	0.692	0.308
D	N	H	N	N	B	P	D	B	0.605	0.395
D	N	H	N	N	B	P	T	B	0.719	0.281
D	N	H	N	N	D	B	D	B	0.651	0.349
D	N	H	N	N	D	B	T	B	0.767	0.233
D	N	H	N	N	D	D	D	P	0.461	0.539
D	N	H	N	N	D	D	T	B	0.621	0.379
D	N	H	N	N	D	P	D	B	0.628	0.372
D	N	H	N	N	D	P	T	B	0.704	0.296
D	N	H	N	N	P	B	D	B	0.616	0.384
D	N	H	N	N	P	B	T	B	0.773	0.227
D	N	H	N	N	P	D	D	P	0.456	0.544
D	N	H	N	N	P	D	T	B	0.649	0.351
D	N	H	N	N	P	P	D	B	0.611	0.389
D	N	H	N	N	P	P	T	B	0.733	0.267
D	N	H	P	D	B	B	D	B	0.576	0.424
D	N	H	P	D	B	B	T	B	0.788	0.212
D	N	H	P	D	B	D	D	P	0.407	0.593
D	N	H	P	D	B	D	T	B	0.619	0.381
D	N	H	P	D	B	P	D	P	0.44	0.56
D	N	H	P	D	B	P	T	B	0.64	0.36
D	N	H	P	D	D	B	D	P	0.462	0.538
D	N	H	P	D	D	B	T	B	0.628	0.372
D	N	H	P	D	D	D	D	P	0.329	0.671
D	N	H	P	D	D	D	T	B	0.506	0.494
D	N	H	P	D	D	P	D	P	0.421	0.579
D	N	H	P	D	D	P	T	B	0.563	0.437
D	N	H	P	D	P	B	D	B	0.516	0.484
D	N	H	P	D	P	B	T	B	0.718	0.282
D	N	H	P	D	P	D	D	P	0.373	0.627
D	N	H	P	D	P	D	T	B	0.563	0.437
D	N	H	P	D	P	P	D	P	0.449	0.551
D	N	H	P	D	P	P	T	B	0.604	0.396
D	N	H	P	N	B	B	D	B	0.702	0.298
D	N	H	P	N	B	B	T	B	0.828	0.172
D	N	H	P	N	B	D	D	B	0.541	0.459
D	N	H	P	N	B	D	T	B	0.7	0.3
D	N	H	P	N	B	P	D	B	0.571	0.429
D	N	H	P	N	B	P	T	B	0.706	0.294
D	N	H	P	N	D	B	D	B	0.644	0.356
D	N	H	P	N	D	B	T	B	0.758	0.242
D	N	H	P	N	D	D	D	P	0.476	0.524
D	N	H	P	N	D	D	T	B	0.637	0.363
D	N	H	P	N	D	P	D	B	0.585	0.415
D	N	H	P	N	D	P	T	B	0.679	0.321
D	N	H	P	N	P	B	D	B	0.674	0.326
D	N	H	P	N	P	B	T	B	0.791	0.209
D	N	H	P	N	P	D	D	B	0.509	0.491
D	N	H	P	N	P	D	T	B	0.672	0.328
D	N	H	P	N	P	P	D	B	0.616	0.384
D	N	H	P	N	P	P	T	B	0.727	0.273
D	N	M	A	D	B	B	D	P	0.289	0.711
D	N	M	A	D	B	B	T	P	0.441	0.559
D	N	M	A	D	B	D	D	P	0.137	0.863
D	N	M	A	D	B	D	T	P	0.31	0.69
D	N	M	A	D	B	P	D	P	0.175	0.825
D	N	M	A	D	B	P	T	P	0.334	0.666
D	N	M	A	D	D	B	D	P	0.171	0.829
D	N	M	A	D	D	B	T	P	0.318	0.682
D	N	M	A	D	D	D	D	P	0.032	0.968
D	N	M	A	D	D	D	T	P	0.194	0.806
D	N	M	A	D	D	P	D	P	0.093	0.907
D	N	M	A	D	D	P	T	P	0.213	0.787
D	N	M	A	D	P	B	D	P	0.214	0.786
D	N	M	A	D	P	B	T	P	0.395	0.605
D	N	M	A	D	P	D	D	P	0.088	0.912
D	N	M	A	D	P	D	T	P	0.271	0.729
D	N	M	A	D	P	P	D	P	0.119	0.881
D	N	M	A	D	P	P	T	P	0.291	0.709
D	N	M	A	N	B	B	D	B	0.507	0.493
D	N	M	A	N	B	B	T	B	0.524	0.476
D	N	M	A	N	B	D	D	P	0.343	0.657
D	N	M	A	N	B	D	T	P	0.42	0.58
D	N	M	A	N	B	P	D	P	0.376	0.624
D	N	M	A	N	B	P	T	P	0.453	0.547
D	N	M	A	N	D	B	D	P	0.444	0.556
D	N	M	A	N	D	B	T	B	0.512	0.488
D	N	M	A	N	D	D	D	P	0.23	0.77
D	N	M	A	N	D	D	T	P	0.34	0.66
D	N	M	A	N	D	P	D	P	0.321	0.679
D	N	M	A	N	D	P	T	P	0.384	0.616
D	N	M	A	N	P	B	D	P	0.441	0.559
D	N	M	A	N	P	B	T	P	0.485	0.515
D	N	M	A	N	P	D	D	P	0.281	0.719
D	N	M	A	N	P	D	T	P	0.389	0.611
D	N	M	A	N	P	P	D	P	0.357	0.643
D	N	M	A	N	P	P	T	P	0.433	0.567
D	N	M	D	D	B	B	D	B	0.585	0.415
D	N	M	D	D	B	B	T	B	0.852	0.148
D	N	M	D	D	B	D	D	P	0.232	0.768
D	N	M	D	D	B	D	T	B	0.588	0.412
D	N	M	D	D	B	P	D	P	0.256	0.744
D	N	M	D	D	B	P	T	B	0.616	0.384
D	N	M	D	D	D	B	D	P	0.342	0.658
D	N	M	D	D	D	B	T	B	0.611	0.389
D	N	M	D	D	D	D	D	P	0.047	0.953
D	N	M	D	D	D	D	T	P	0.394	0.606
D	N	M	D	D	D	P	D	P	0.159	0.841
D	N	M	D	D	D	P	T	P	0.459	0.541
D	N	M	D	D	P	B	D	P	0.418	0.582
D	N	M	D	D	P	B	T	B	0.74	0.26
D	N	M	D	D	P	D	D	P	0.149	0.851
D	N	M	D	D	P	D	T	B	0.508	0.492
D	N	M	D	D	P	P	D	P	0.218	0.782
D	N	M	D	D	P	P	T	B	0.565	0.435
D	N	M	D	N	B	B	D	B	0.89	0.11
D	N	M	D	N	B	B	T	B	0.984	0.016
D	N	M	D	N	B	D	D	B	0.591	0.409
D	N	M	D	N	B	D	T	B	0.812	0.188
D	N	M	D	N	B	P	D	B	0.606	0.394
D	N	M	D	N	B	P	T	B	0.812	0.188
D	N	M	D	N	D	B	D	B	0.801	0.199
D	N	M	D	N	D	B	T	B	0.901	0.099
D	N	M	D	N	D	D	D	B	0.504	0.496
D	N	M	D	N	D	D	T	B	0.732	0.268
D	N	M	D	N	D	P	D	B	0.636	0.364
D	N	M	D	N	D	P	T	B	0.781	0.219
D	N	M	D	N	P	B	D	B	0.852	0.148
D	N	M	D	N	P	B	T	B	0.952	0.048
D	N	M	D	N	P	D	D	B	0.571	0.429
D	N	M	D	N	P	D	T	B	0.768	0.232
D	N	M	D	N	P	P	D	B	0.669	0.331
D	N	M	D	N	P	P	T	B	0.796	0.204
D	N	M	N	D	B	B	D	B	0.76	0.24
D	N	M	N	D	B	B	T	B	0.93	0.07
D	N	M	N	D	B	D	D	P	0.478	0.522
D	N	M	N	D	B	D	T	B	0.732	0.268
D	N	M	N	D	B	P	D	B	0.546	0.454
D	N	M	N	D	B	P	T	B	0.751	0.249
D	N	M	N	D	D	B	D	B	0.587	0.413
D	N	M	N	D	D	B	T	B	0.707	0.293
D	N	M	N	D	D	D	D	P	0.369	0.631
D	N	M	N	D	D	D	T	B	0.581	0.419
D	N	M	N	D	D	P	D	B	0.535	0.465
D	N	M	N	D	D	P	T	B	0.654	0.346
D	N	M	N	D	P	B	D	B	0.687	0.313
D	N	M	N	D	P	B	T	B	0.871	0.129
D	N	M	N	D	P	D	D	P	0.428	0.572
D	N	M	N	D	P	D	T	B	0.687	0.313
D	N	M	N	D	P	P	D	P	0.482	0.518
D	N	M	N	D	P	P	T	B	0.735	0.265
D	N	M	N	N	B	B	D	B	0.978	0.022
D	N	M	N	N	B	B	T	B	0.996	0.004
D	N	M	N	N	B	D	D	B	0.739	0.261
D	N	M	N	N	B	D	T	B	0.845	0.155
D	N	M	N	N	B	P	D	B	0.85	0.15
D	N	M	N	N	B	P	T	B	0.867	0.133
D	N	M	N	N	D	B	D	B	0.916	0.084
D	N	M	N	N	D	B	T	B	0.954	0.046
D	N	M	N	N	D	D	D	B	0.685	0.315
D	N	M	N	N	D	D	T	B	0.8	0.2
D	N	M	N	N	D	P	D	B	0.868	0.132
D	N	M	N	N	D	P	T	B	0.912	0.088
D	N	M	N	N	P	B	D	B	0.962	0.038
D	N	M	N	N	P	B	T	B	0.988	0.012
D	N	M	N	N	P	D	D	B	0.7	0.3
D	N	M	N	N	P	D	T	B	0.833	0.167
D	N	M	N	N	P	P	D	B	0.899	0.101
D	N	M	N	N	P	P	T	B	0.945	0.055
D	N	M	P	D	B	B	D	B	0.74	0.26
D	N	M	P	D	B	B	T	B	0.89	0.11
D	N	M	P	D	B	D	D	P	0.482	0.518
D	N	M	P	D	B	D	T	B	0.707	0.293
D	N	M	P	D	B	P	D	P	0.493	0.507
D	N	M	P	D	B	P	T	B	0.716	0.284
D	N	M	P	D	D	B	D	B	0.542	0.458
D	N	M	P	D	D	B	T	B	0.706	0.294
D	N	M	P	D	D	D	D	P	0.363	0.637
D	N	M	P	D	D	D	T	B	0.584	0.416
D	N	M	P	D	D	P	D	P	0.421	0.579
D	N	M	P	D	D	P	T	B	0.609	0.391
D	N	M	P	D	P	B	D	B	0.651	0.349
D	N	M	P	D	P	B	T	B	0.821	0.179
D	N	M	P	D	P	D	D	P	0.444	0.556
D	N	M	P	D	P	D	T	B	0.661	0.339
D	N	M	P	D	P	P	D	P	0.494	0.506
D	N	M	P	D	P	P	T	B	0.691	0.309
D	N	M	P	N	B	B	D	B	0.95	0.05
D	N	M	P	N	B	B	T	B	0.993	0.007
D	N	M	P	N	B	D	D	B	0.707	0.293
D	N	M	P	N	B	D	T	B	0.85	0.15
D	N	M	P	N	B	P	D	B	0.753	0.247
D	N	M	P	N	B	P	T	B	0.859	0.141
D	N	M	P	N	D	B	D	B	0.861	0.139
D	N	M	P	N	D	B	T	B	0.925	0.075
D	N	M	P	N	D	D	D	B	0.644	0.356
D	N	M	P	N	D	D	T	B	0.793	0.207
D	N	M	P	N	D	P	D	B	0.762	0.238
D	N	M	P	N	D	P	T	B	0.845	0.155
D	N	M	P	N	P	B	D	B	0.925	0.075
D	N	M	P	N	P	B	T	B	0.969	0.031
D	N	M	P	N	P	D	D	B	0.686	0.314
D	N	M	P	N	P	D	T	B	0.829	0.171
D	N	M	P	N	P	P	D	B	0.808	0.192
D	N	M	P	N	P	P	T	B	0.881	0.119
D	N	L	A	D	B	B	D	P	0.384	0.616
D	N	L	A	D	B	B	T	P	0.474	0.526
D	N	L	A	D	B	D	D	P	0.248	0.752
D	N	L	A	D	B	D	T	P	0.364	0.636
D	N	L	A	D	B	P	D	P	0.267	0.733
D	N	L	A	D	B	P	T	P	0.371	0.629
D	N	L	A	D	D	B	D	P	0.276	0.724
D	N	L	A	D	D	B	T	P	0.386	0.614
D	N	L	A	D	D	D	D	P	0.117	0.883
D	N	L	A	D	D	D	T	P	0.265	0.735
D	N	L	A	D	D	P	D	P	0.177	0.823
D	N	L	A	D	D	P	T	P	0.263	0.737
D	N	L	A	D	P	B	D	P	0.312	0.688
D	N	L	A	D	P	B	T	P	0.451	0.549
D	N	L	A	D	P	D	D	P	0.193	0.807
D	N	L	A	D	P	D	T	P	0.343	0.657
D	N	L	A	D	P	P	D	P	0.213	0.787
D	N	L	A	D	P	P	T	P	0.348	0.652
D	N	L	A	N	B	B	D	B	0.545	0.455
D	N	L	A	N	B	B	T	B	0.54	0.46
D	N	L	A	N	B	D	D	P	0.405	0.595
D	N	L	A	N	B	D	T	P	0.472	0.528
D	N	L	A	N	B	P	D	P	0.425	0.575
D	N	L	A	N	B	P	T	P	0.487	0.513
D	N	L	A	N	D	B	D	B	0.511	0.489
D	N	L	A	N	D	B	T	B	0.583	0.417
D	N	L	A	N	D	D	D	P	0.316	0.684
D	N	L	A	N	D	D	T	P	0.432	0.568
D	N	L	A	N	D	P	D	P	0.387	0.613
D	N	L	A	N	D	P	T	P	0.467	0.533
D	N	L	A	N	P	B	D	P	0.481	0.519
D	N	L	A	N	P	B	T	B	0.523	0.477
D	N	L	A	N	P	D	D	P	0.349	0.651
D	N	L	A	N	P	D	T	P	0.47	0.53
D	N	L	A	N	P	P	D	P	0.4	0.6
D	N	L	A	N	P	P	T	B	0.504	0.496
D	N	L	D	D	B	B	D	B	0.762	0.238
D	N	L	D	D	B	B	T	B	0.923	0.077
D	N	L	D	D	B	D	D	P	0.442	0.558
D	N	L	D	D	B	D	T	B	0.669	0.331
D	N	L	D	D	B	P	D	P	0.474	0.526
D	N	L	D	D	B	P	T	B	0.701	0.299
D	N	L	D	D	D	B	D	P	0.498	0.502
D	N	L	D	D	D	B	T	B	0.681	0.319
D	N	L	D	D	D	D	D	P	0.225	0.775
D	N	L	D	D	D	D	T	P	0.474	0.526
D	N	L	D	D	D	P	D	P	0.353	0.647
D	N	L	D	D	D	P	T	B	0.554	0.446
D	N	L	D	D	P	B	D	B	0.624	0.376
D	N	L	D	D	P	B	T	B	0.848	0.152
D	N	L	D	D	P	D	D	P	0.337	0.663
D	N	L	D	D	P	D	T	B	0.603	0.397
D	N	L	D	D	P	P	D	P	0.389	0.611
D	N	L	D	D	P	P	T	B	0.652	0.348
D	N	L	D	N	B	B	D	B	0.978	0.022
D	N	L	D	N	B	B	T	B	0.997	0.003
D	N	L	D	N	B	D	D	B	0.751	0.249
D	N	L	D	N	B	D	T	B	0.893	0.107
D	N	L	D	N	B	P	D	B	0.791	0.209
D	N	L	D	N	B	P	T	B	0.909	0.091
D	N	L	D	N	D	B	D	B	0.902	0.098
D	N	L	D	N	D	B	T	B	0.934	0.066
D	N	L	D	N	D	D	D	B	0.682	0.318
D	N	L	D	N	D	D	T	B	0.854	0.146
D	N	L	D	N	D	P	D	B	0.816	0.184
D	N	L	D	N	D	P	T	B	0.919	0.081
D	N	L	D	N	P	B	D	B	0.949	0.051
D	N	L	D	N	P	B	T	B	0.99	0.01
D	N	L	D	N	P	D	D	B	0.691	0.309
D	N	L	D	N	P	D	T	B	0.868	0.132
D	N	L	D	N	P	P	D	B	0.795	0.205
D	N	L	D	N	P	P	T	B	0.945	0.055
D	N	L	N	D	B	B	D	B	0.892	0.108
D	N	L	N	D	B	B	T	B	0.961	0.039
D	N	L	N	D	B	D	D	B	0.654	0.346
D	N	L	N	D	B	D	T	B	0.788	0.212
D	N	L	N	D	B	P	D	B	0.718	0.282
D	N	L	N	D	B	P	T	B	0.825	0.175
D	N	L	N	D	D	B	D	B	0.697	0.303
D	N	L	N	D	D	B	T	B	0.754	0.246
D	N	L	N	D	D	D	D	B	0.502	0.498
D	N	L	N	D	D	D	T	B	0.654	0.346
D	N	L	N	D	D	P	D	B	0.631	0.369
D	N	L	N	D	D	P	T	B	0.723	0.277
D	N	L	N	D	P	B	D	B	0.819	0.181
D	N	L	N	D	P	B	T	B	0.91	0.09
D	N	L	N	D	P	D	D	B	0.595	0.405
D	N	L	N	D	P	D	T	B	0.746	0.254
D	N	L	N	D	P	P	D	B	0.665	0.335
D	N	L	N	D	P	P	T	B	0.81	0.19
D	N	L	N	N	B	B	D	B	0.994	0.006
D	N	L	N	N	B	B	T	B	0.999	0.001
D	N	L	N	N	B	D	D	B	0.833	0.167
D	N	L	N	N	B	D	T	B	0.926	0.074
D	N	L	N	N	B	P	D	B	0.902	0.098
D	N	L	N	N	B	P	T	B	0.939	0.061
D	N	L	N	N	D	B	D	B	0.935	0.065
D	N	L	N	N	D	B	T	B	0.981	0.019
D	N	L	N	N	D	D	D	B	0.811	0.189
D	N	L	N	N	D	D	T	B	0.911	0.089
D	N	L	N	N	D	P	D	B	0.92	0.08
D	N	L	N	N	D	P	T	B	0.964	0.036
D	N	L	N	N	P	B	D	B	0.985	0.015
D	N	L	N	N	P	B	T	B	0.998	0.002
D	N	L	N	N	P	D	D	B	0.8	0.2
D	N	L	N	N	P	D	T	B	0.911	0.089
D	N	L	N	N	P	P	D	B	0.948	0.052
D	N	L	N	N	P	P	T	B	0.985	0.015
D	N	L	P	D	B	B	D	B	0.834	0.166
D	N	L	P	D	B	B	T	B	0.927	0.073
D	N	L	P	D	B	D	D	B	0.612	0.388
D	N	L	P	D	B	D	T	B	0.756	0.244
D	N	L	P	D	B	P	D	B	0.631	0.369
D	N	L	P	D	B	P	T	B	0.774	0.226
D	N	L	P	D	D	B	D	B	0.638	0.362
D	N	L	P	D	D	B	T	B	0.752	0.248
D	N	L	P	D	D	D	D	P	0.459	0.541
D	N	L	P	D	D	D	T	B	0.629	0.371
D	N	L	P	D	D	P	D	B	0.54	0.46
D	N	L	P	D	D	P	T	B	0.688	0.312
D	N	L	P	D	P	B	D	B	0.751	0.249
D	N	L	P	D	P	B	T	B	0.874	0.126
D	N	L	P	D	P	D	D	B	0.565	0.435
D	N	L	P	D	P	D	T	B	0.716	0.284
D	N	L	P	D	P	P	D	B	0.617	0.383
D	N	L	P	D	P	P	T	B	0.752	0.248
D	N	L	P	N	B	B	D	B	0.985	0.015
D	N	L	P	N	B	B	T	B	0.996	0.004
D	N	L	P	N	B	D	D	B	0.81	0.19
D	N	L	P	N	B	D	T	B	0.907	0.093
D	N	L	P	N	B	P	D	B	0.845	0.155
D	N	L	P	N	B	P	T	B	0.917	0.083
D	N	L	P	N	D	B	D	B	0.911	0.089
D	N	L	P	N	D	B	T	B	0.961	0.039
D	N	L	P	N	D	D	D	B	0.765	0.235
D	N	L	P	N	D	D	T	B	0.88	0.12
D	N	L	P	N	D	P	D	B	0.846	0.154
D	N	L	P	N	D	P	T	B	0.922	0.078
D	N	L	P	N	P	B	D	B	0.962	0.038
D	N	L	P	N	P	B	T	B	0.99	0.01
D	N	L	P	N	P	D	D	B	0.771	0.229
D	N	L	P	N	P	D	T	B	0.897	0.103
D	N	L	P	N	P	P	D	B	0.878	0.122
D	N	L	P	N	P	P	T	B	0.954	0.046
D	N	N	A	D	B	B	D	P	0.381	0.619
D	N	N	A	D	B	B	T	P	0.497	0.503
D	N	N	A	D	B	D	D	P	0.226	0.774
D	N	N	A	D	B	D	T	P	0.374	0.626
D	N	N	A	D	B	P	D	P	0.271	0.729
D	N	N	A	D	B	P	T	P	0.376	0.624
D	N	N	A	D	D	B	D	P	0.275	0.725
D	N	N	A	D	D	B	T	P	0.381	0.619
D	N	N	A	D	D	D	D	P	0.122	0.878
D	N	N	A	D	D	D	T	P	0.272	0.728
D	N	N	A	D	D	P	D	P	0.201	0.799
D	N	N	A	D	D	P	T	P	0.29	0.71
D	N	N	A	D	P	B	D	P	0.32	0.68
D	N	N	A	D	P	B	T	P	0.455	0.545
D	N	N	A	D	P	D	D	P	0.17	0.83
D	N	N	A	D	P	D	T	P	0.332	0.668
D	N	N	A	D	P	P	D	P	0.206	0.794
D	N	N	A	D	P	P	T	P	0.321	0.679
D	N	N	A	N	B	B	D	B	0.59	0.41
D	N	N	A	N	B	B	T	B	0.549	0.451
D	N	N	A	N	B	D	D	P	0.418	0.582
D	N	N	A	N	B	D	T	P	0.486	0.514
D	N	N	A	N	B	P	D	P	0.483	0.517
D	N	N	A	N	B	P	T	P	0.495	0.505
D	N	N	A	N	D	B	D	B	0.516	0.484
D	N	N	A	N	D	B	T	B	0.563	0.437
D	N	N	A	N	D	D	D	P	0.311	0.689
D	N	N	A	N	D	D	T	P	0.437	0.563
D	N	N	A	N	D	P	D	P	0.427	0.573
D	N	N	A	N	D	P	T	P	0.464	0.536
D	N	N	A	N	P	B	D	B	0.509	0.491
D	N	N	A	N	P	B	T	B	0.561	0.439
D	N	N	A	N	P	D	D	P	0.352	0.648
D	N	N	A	N	P	D	T	P	0.486	0.514
D	N	N	A	N	P	P	D	P	0.452	0.548
D	N	N	A	N	P	P	T	P	0.488	0.512
D	N	N	D	D	B	B	D	B	0.724	0.276
D	N	N	D	D	B	B	T	B	0.906	0.094
D	N	N	D	D	B	D	D	P	0.404	0.596
D	N	N	D	D	B	D	T	B	0.671	0.329
D	N	N	D	D	B	P	D	P	0.463	0.537
D	N	N	D	D	B	P	T	B	0.695	0.305
D	N	N	D	D	D	B	D	P	0.496	0.504
D	N	N	D	D	D	B	T	B	0.68	0.32
D	N	N	D	D	D	D	D	P	0.229	0.771
D	N	N	D	D	D	D	T	P	0.491	0.509
D	N	N	D	D	D	P	D	P	0.362	0.638
D	N	N	D	D	D	P	T	B	0.583	0.417
