fathmm	lrt	mutass	muttaster	provean	pph2_hdiv	pph2_hvar	sift	predict	benign	pathogenic
D	U	N	A	D	D	D	T	P	0.07	0.93
D	U	N	A	D	D	P	D	P	0.045	0.955
D	U	N	A	D	D	P	T	P	0.121	0.879
D	U	N	A	D	P	B	D	P	0.121	0.879
D	U	N	A	D	P	B	T	P	0.26	0.74
D	U	N	A	D	P	D	D	P	0.067	0.933
D	U	N	A	D	P	D	T	P	0.169	0.831
D	U	N	A	D	P	P	D	P	0.052	0.948
D	U	N	A	D	P	P	T	P	0.141	0.859
D	U	N	A	N	B	B	D	P	0.5	0.5
D	U	N	A	N	B	B	T	B	0.531	0.469
D	U	N	A	N	B	D	D	P	0.332	0.668
D	U	N	A	N	B	D	T	P	0.393	0.607
D	U	N	A	N	B	P	D	P	0.357	0.643
D	U	N	A	N	B	P	T	P	0.395	0.605
D	U	N	A	N	D	B	D	P	0.416	0.584
D	U	N	A	N	D	B	T	P	0.474	0.526
D	U	N	A	N	D	D	D	P	0.186	0.814
D	U	N	A	N	D	D	T	P	0.27	0.73
D	U	N	A	N	D	P	D	P	0.301	0.699
D	U	N	A	N	D	P	T	P	0.341	0.659
D	U	N	A	N	P	B	D	P	0.356	0.644
D	U	N	A	N	P	B	T	P	0.493	0.507
D	U	N	A	N	P	D	D	P	0.267	0.733
D	U	N	A	N	P	D	T	P	0.369	0.631
D	U	N	A	N	P	P	D	P	0.279	0.721
D	U	N	A	N	P	P	T	P	0.371	0.629
D	U	N	D	D	B	B	D	P	0.403	0.597
D	U	N	D	D	B	B	T	B	0.654	0.346
D	U	N	D	D	B	D	D	P	0.193	0.807
D	U	N	D	D	B	D	T	P	0.415	0.585
D	U	N	D	D	B	P	D	P	0.21	0.79
D	U	N	D	D	B	P	T	P	0.425	0.575
D	U	N	D	D	D	B	D	P	0.186	0.814
D	U	N	D	D	D	B	T	P	0.359	0.641
D	U	N	D	D	D	D	D	P	0.02	0.98
D	U	N	D	D	D	D	T	P	0.158	0.842
D	U	N	D	D	D	P	D	P	0.09	0.91
D	U	N	D	D	D	P	T	P	0.261	0.739
D	U	N	D	D	P	B	D	P	0.218	0.782
D	U	N	D	D	P	B	T	P	0.473	0.527
D	U	N	D	D	P	D	D	P	0.096	0.904
D	U	N	D	D	P	D	T	P	0.289	0.711
D	U	N	D	D	P	P	D	P	0.095	0.905
D	U	N	D	D	P	P	T	P	0.29	0.71
D	U	N	D	N	B	B	D	B	0.906	0.094
D	U	N	D	N	B	B	T	B	0.988	0.012
D	U	N	D	N	B	D	D	B	0.606	0.394
D	U	N	D	N	B	D	T	B	0.766	0.234
D	U	N	D	N	B	P	D	B	0.664	0.336
D	U	N	D	N	B	P	T	B	0.811	0.189
D	U	N	D	N	D	B	D	B	0.677	0.323
D	U	N	D	N	D	B	T	B	0.832	0.168
D	U	N	D	N	D	D	D	P	0.376	0.624
D	U	N	D	N	D	D	T	B	0.603	0.397
D	U	N	D	N	D	P	D	B	0.592	0.408
D	U	N	D	N	D	P	T	B	0.788	0.212
D	U	N	D	N	P	B	D	B	0.723	0.277
D	U	N	D	N	P	B	T	B	0.943	0.057
D	U	N	D	N	P	D	D	B	0.556	0.444
D	U	N	D	N	P	D	T	B	0.739	0.261
D	U	N	D	N	P	P	D	B	0.604	0.396
D	U	N	D	N	P	P	T	B	0.824	0.176
D	U	N	N	D	B	B	D	B	0.677	0.323
D	U	N	N	D	B	B	T	B	0.819	0.181
D	U	N	N	D	B	D	D	P	0.412	0.588
D	U	N	N	D	B	D	T	B	0.579	0.421
D	U	N	N	D	B	P	D	P	0.492	0.508
D	U	N	N	D	B	P	T	B	0.64	0.36
D	U	N	N	D	D	B	D	P	0.476	0.524
D	U	N	N	D	D	B	T	B	0.572	0.428
D	U	N	N	D	D	D	D	P	0.226	0.774
D	U	N	N	D	D	D	T	P	0.359	0.641
D	U	N	N	D	D	P	D	P	0.438	0.562
D	U	N	N	D	D	P	T	B	0.534	0.466
D	U	N	N	D	P	B	D	B	0.53	0.47
D	U	N	N	D	P	B	T	B	0.712	0.288
D	U	N	N	D	P	D	D	P	0.332	0.668
D	U	N	N	D	P	D	T	B	0.51	0.49
D	U	N	N	D	P	P	D	P	0.398	0.602
D	U	N	N	D	P	P	T	B	0.57	0.43
D	U	N	N	N	B	B	D	B	0.961	0.039
D	U	N	N	N	B	B	T	B	0.993	0.007
D	U	N	N	N	B	D	D	B	0.716	0.284
D	U	N	N	N	B	D	T	B	0.825	0.175
D	U	N	N	N	B	P	D	B	0.793	0.207
D	U	N	N	N	B	P	T	B	0.849	0.151
D	U	N	N	N	D	B	D	B	0.836	0.164
D	U	N	N	N	D	B	T	B	0.924	0.076
D	U	N	N	N	D	D	D	B	0.576	0.424
D	U	N	N	N	D	D	T	B	0.744	0.256
D	U	N	N	N	D	P	D	B	0.784	0.216
D	U	N	N	N	D	P	T	B	0.877	0.123
D	U	N	N	N	P	B	D	B	0.871	0.129
D	U	N	N	N	P	B	T	B	0.969	0.031
D	U	N	N	N	P	D	D	B	0.684	0.316
D	U	N	N	N	P	D	T	B	0.819	0.181
D	U	N	N	N	P	P	D	B	0.802	0.198
D	U	N	N	N	P	P	T	B	0.89	0.11
D	U	N	P	D	B	B	D	B	0.595	0.405
D	U	N	P	D	B	B	T	B	0.747	0.253
D	U	N	P	D	B	D	D	P	0.455	0.545
D	U	N	P	D	B	D	T	B	0.589	0.411
D	U	N	P	D	B	P	D	P	0.467	0.533
D	U	N	P	D	B	P	T	B	0.593	0.407
D	U	N	P	D	D	B	D	P	0.438	0.562
D	U	N	P	D	D	B	T	B	0.55	0.45
D	U	N	P	D	D	D	D	P	0.362	0.638
D	U	N	P	D	D	D	T	P	0.435	0.565
D	U	N	P	D	D	P	D	P	0.399	0.601
D	U	N	P	D	D	P	T	B	0.508	0.492
D	U	N	P	D	P	B	D	P	0.491	0.509
D	U	N	P	D	P	B	T	B	0.645	0.355
D	U	N	P	D	P	D	D	P	0.413	0.587
D	U	N	P	D	P	D	T	B	0.521	0.479
D	U	N	P	D	P	P	D	P	0.428	0.572
D	U	N	P	D	P	P	T	B	0.522	0.478
D	U	N	P	N	B	B	D	B	0.922	0.078
D	U	N	P	N	B	B	T	B	0.98	0.02
D	U	N	P	N	B	D	D	B	0.715	0.285
D	U	N	P	N	B	D	T	B	0.833	0.167
D	U	N	P	N	B	P	D	B	0.759	0.241
D	U	N	P	N	B	P	T	B	0.849	0.151
D	U	N	P	N	D	B	D	B	0.773	0.227
D	U	N	P	N	D	B	T	B	0.886	0.114
D	U	N	P	N	D	D	D	B	0.572	0.428
D	U	N	P	N	D	D	T	B	0.737	0.263
D	U	N	P	N	D	P	D	B	0.703	0.297
D	U	N	P	N	D	P	T	B	0.832	0.168
D	U	N	P	N	P	B	D	B	0.796	0.204
D	U	N	P	N	P	B	T	B	0.939	0.061
D	U	N	P	N	P	D	D	B	0.667	0.333
D	U	N	P	N	P	D	T	B	0.806	0.194
D	U	N	P	N	P	P	D	B	0.717	0.283
D	U	N	P	N	P	P	T	B	0.849	0.151
T	D	H	A	D	B	B	D	P	0.321	0.679
T	D	H	A	D	B	B	T	P	0.438	0.562
T	D	H	A	D	B	D	D	P	0.155	0.845
T	D	H	A	D	B	D	T	P	0.329	0.671
T	D	H	A	D	B	P	D	P	0.204	0.796
T	D	H	A	D	B	P	T	P	0.378	0.622
T	D	H	A	D	D	B	D	P	0.231	0.769
T	D	H	A	D	D	B	T	P	0.35	0.65
T	D	H	A	D	D	D	D	P	0.051	0.949
T	D	H	A	D	D	D	T	P	0.2	0.8
T	D	H	A	D	D	P	D	P	0.149	0.851
T	D	H	A	D	D	P	T	P	0.314	0.686
T	D	H	A	D	P	B	D	P	0.262	0.738
T	D	H	A	D	P	B	T	P	0.413	0.587
T	D	H	A	D	P	D	D	P	0.111	0.889
T	D	H	A	D	P	D	T	P	0.302	0.698
T	D	H	A	D	P	P	D	P	0.17	0.83
T	D	H	A	D	P	P	T	P	0.369	0.631
T	D	H	A	N	B	B	D	P	0.426	0.574
T	D	H	A	N	B	B	T	B	0.506	0.494
T	D	H	A	N	B	D	D	P	0.329	0.671
T	D	H	A	N	B	D	T	P	0.43	0.57
T	D	H	A	N	B	P	D	P	0.337	0.663
T	D	H	A	N	B	P	T	P	0.453	0.547
T	D	H	A	N	D	B	D	P	0.38	0.62
T	D	H	A	N	D	B	T	P	0.474	0.526
T	D	H	A	N	D	D	D	P	0.258	0.742
T	D	H	A	N	D	D	T	P	0.355	0.645
T	D	H	A	N	D	P	D	P	0.304	0.696
T	D	H	A	N	D	P	T	P	0.405	0.595
T	D	H	A	N	P	B	D	P	0.378	0.622
T	D	H	A	N	P	B	T	P	0.482	0.518
T	D	H	A	N	P	D	D	P	0.288	0.712
T	D	H	A	N	P	D	T	P	0.423	0.577
T	D	H	A	N	P	P	D	P	0.321	0.679
T	D	H	A	N	P	P	T	P	0.444	0.556
T	D	H	D	D	B	B	D	B	0.511	0.489
T	D	H	D	D	B	B	T	B	0.777	0.223
T	D	H	D	D	B	D	D	P	0.238	0.762
T	D	H	D	D	B	D	T	B	0.559	0.441
T	D	H	D	D	B	P	D	P	0.324	0.676
T	D	H	D	D	B	P	T	B	0.64	0.36
T	D	H	D	D	D	B	D	P	0.383	0.617
T	D	H	D	D	D	B	T	B	0.632	0.368
T	D	H	D	D	D	D	D	P	0.107	0.893
T	D	H	D	D	D	D	T	P	0.379	0.621
T	D	H	D	D	D	P	D	P	0.285	0.715
T	D	H	D	D	D	P	T	B	0.565	0.435
T	D	H	D	D	P	B	D	P	0.469	0.531
T	D	H	D	D	P	B	T	B	0.731	0.269
T	D	H	D	D	P	D	D	P	0.193	0.807
T	D	H	D	D	P	D	T	P	0.498	0.502
T	D	H	D	D	P	P	D	P	0.314	0.686
T	D	H	D	D	P	P	T	B	0.603	0.397
T	D	H	D	N	B	B	D	B	0.728	0.272
T	D	H	D	N	B	B	T	B	0.87	0.13
T	D	H	D	N	B	D	D	B	0.574	0.426
T	D	H	D	N	B	D	T	B	0.75	0.25
T	D	H	D	N	B	P	D	B	0.605	0.395
T	D	H	D	N	B	P	T	B	0.767	0.233
T	D	H	D	N	D	B	D	B	0.67	0.33
T	D	H	D	N	D	B	T	B	0.799	0.201
T	D	H	D	N	D	D	D	B	0.534	0.466
T	D	H	D	N	D	D	T	B	0.669	0.331
T	D	H	D	N	D	P	D	B	0.627	0.373
T	D	H	D	N	D	P	T	B	0.724	0.276
T	D	H	D	N	P	B	D	B	0.723	0.277
T	D	H	D	N	P	B	T	B	0.853	0.147
T	D	H	D	N	P	D	D	B	0.566	0.434
T	D	H	D	N	P	D	T	B	0.732	0.268
T	D	H	D	N	P	P	D	B	0.661	0.339
T	D	H	D	N	P	P	T	B	0.764	0.236
T	D	H	N	D	B	B	D	B	0.692	0.308
T	D	H	N	D	B	B	T	B	0.829	0.171
T	D	H	N	D	B	D	D	B	0.525	0.475
T	D	H	N	D	B	D	T	B	0.698	0.302
T	D	H	N	D	B	P	D	B	0.612	0.388
T	D	H	N	D	B	P	T	B	0.762	0.238
T	D	H	N	D	D	B	D	B	0.606	0.394
T	D	H	N	D	D	B	T	B	0.701	0.299
T	D	H	N	D	D	D	D	P	0.463	0.537
T	D	H	N	D	D	D	T	B	0.584	0.416
T	D	H	N	D	D	P	D	B	0.604	0.396
T	D	H	N	D	D	P	T	B	0.72	0.28
T	D	H	N	D	P	B	D	B	0.614	0.386
T	D	H	N	D	P	B	T	B	0.774	0.226
T	D	H	N	D	P	D	D	P	0.475	0.525
T	D	H	N	D	P	D	T	B	0.659	0.341
T	D	H	N	D	P	P	D	B	0.587	0.413
T	D	H	N	D	P	P	T	B	0.738	0.262
T	D	H	N	N	B	B	D	B	0.773	0.227
T	D	H	N	N	B	B	T	B	0.876	0.124
T	D	H	N	N	B	D	D	B	0.685	0.315
T	D	H	N	N	B	D	T	B	0.8	0.2
T	D	H	N	N	B	P	D	B	0.722	0.278
T	D	H	N	N	B	P	T	B	0.814	0.186
T	D	H	N	N	D	B	D	B	0.753	0.247
T	D	H	N	N	D	B	T	B	0.832	0.168
T	D	H	N	N	D	D	D	B	0.676	0.324
T	D	H	N	N	D	D	T	B	0.746	0.254
T	D	H	N	N	D	P	D	B	0.74	0.26
T	D	H	N	N	D	P	T	B	0.793	0.207
T	D	H	N	N	P	B	D	B	0.744	0.256
T	D	H	N	N	P	B	T	B	0.854	0.146
T	D	H	N	N	P	D	D	B	0.671	0.329
T	D	H	N	N	P	D	T	B	0.791	0.209
T	D	H	N	N	P	P	D	B	0.742	0.258
T	D	H	N	N	P	P	T	B	0.814	0.186
T	D	H	P	D	B	B	D	B	0.696	0.304
T	D	H	P	D	B	B	T	B	0.828	0.172
T	D	H	P	D	B	D	D	B	0.509	0.491
T	D	H	P	D	B	D	T	B	0.692	0.308
T	D	H	P	D	B	P	D	B	0.557	0.443
T	D	H	P	D	B	P	T	B	0.732	0.268
T	D	H	P	D	D	B	D	B	0.597	0.403
T	D	H	P	D	D	B	T	B	0.725	0.275
T	D	H	P	D	D	D	D	P	0.425	0.575
T	D	H	P	D	D	D	T	B	0.573	0.427
T	D	H	P	D	D	P	D	B	0.52	0.48
T	D	H	P	D	D	P	T	B	0.674	0.326
T	D	H	P	D	P	B	D	B	0.644	0.356
T	D	H	P	D	P	B	T	B	0.788	0.212
T	D	H	P	D	P	D	D	P	0.482	0.518
T	D	H	P	D	P	D	T	B	0.657	0.343
T	D	H	P	D	P	P	D	B	0.548	0.452
T	D	H	P	D	P	P	T	B	0.709	0.291
T	D	H	P	N	B	B	D	B	0.795	0.205
T	D	H	P	N	B	B	T	B	0.89	0.11
T	D	H	P	N	B	D	D	B	0.686	0.314
T	D	H	P	N	B	D	T	B	0.803	0.197
T	D	H	P	N	B	P	D	B	0.703	0.297
T	D	H	P	N	B	P	T	B	0.807	0.193
T	D	H	P	N	D	B	D	B	0.752	0.248
T	D	H	P	N	D	B	T	B	0.833	0.167
T	D	H	P	N	D	D	D	B	0.642	0.358
T	D	H	P	N	D	D	T	B	0.736	0.264
T	D	H	P	N	D	P	D	B	0.703	0.297
T	D	H	P	N	D	P	T	B	0.77	0.23
T	D	H	P	N	P	B	D	B	0.781	0.219
T	D	H	P	N	P	B	T	B	0.874	0.126
T	D	H	P	N	P	D	D	B	0.665	0.335
T	D	H	P	N	P	D	T	B	0.793	0.207
T	D	H	P	N	P	P	D	B	0.732	0.268
T	D	H	P	N	P	P	T	B	0.806	0.194
T	D	M	A	D	B	B	D	P	0.451	0.549
T	D	M	A	D	B	B	T	B	0.51	0.49
T	D	M	A	D	B	D	D	P	0.236	0.764
T	D	M	A	D	B	D	T	P	0.394	0.606
T	D	M	A	D	B	P	D	P	0.297	0.703
T	D	M	A	D	B	P	T	P	0.437	0.563
T	D	M	A	D	D	B	D	P	0.311	0.689
T	D	M	A	D	D	B	T	P	0.411	0.589
T	D	M	A	D	D	D	D	P	0.098	0.902
T	D	M	A	D	D	D	T	P	0.253	0.747
T	D	M	A	D	D	P	D	P	0.224	0.776
T	D	M	A	D	D	P	T	P	0.341	0.659
T	D	M	A	D	P	B	D	P	0.395	0.605
T	D	M	A	D	P	B	T	B	0.509	0.491
T	D	M	A	D	P	D	D	P	0.196	0.804
T	D	M	A	D	P	D	T	P	0.381	0.619
T	D	M	A	D	P	P	D	P	0.251	0.749
T	D	M	A	D	P	P	T	P	0.447	0.553
T	D	M	A	N	B	B	D	B	0.571	0.429
T	D	M	A	N	B	B	T	B	0.556	0.444
T	D	M	A	N	B	D	D	P	0.46	0.54
T	D	M	A	N	B	D	T	B	0.507	0.493
T	D	M	A	N	B	P	D	P	0.472	0.528
T	D	M	A	N	B	P	T	B	0.541	0.459
T	D	M	A	N	D	B	D	B	0.518	0.482
T	D	M	A	N	D	B	T	B	0.549	0.451
T	D	M	A	N	D	D	D	P	0.397	0.603
T	D	M	A	N	D	D	T	P	0.444	0.556
T	D	M	A	N	D	P	D	P	0.447	0.553
T	D	M	A	N	D	P	T	B	0.505	0.495
T	D	M	A	N	P	B	D	B	0.507	0.493
T	D	M	A	N	P	B	T	B	0.529	0.471
T	D	M	A	N	P	D	D	P	0.429	0.571
T	D	M	A	N	P	D	T	P	0.495	0.505
T	D	M	A	N	P	P	D	P	0.462	0.538
T	D	M	A	N	P	P	T	B	0.539	0.461
T	D	M	D	D	B	B	D	B	0.795	0.205
T	D	M	D	D	B	B	T	B	0.934	0.066
T	D	M	D	D	B	D	D	P	0.397	0.603
T	D	M	D	D	B	D	T	B	0.712	0.288
T	D	M	D	D	B	P	D	B	0.512	0.488
T	D	M	D	D	B	P	T	B	0.788	0.212
T	D	M	D	D	D	B	D	B	0.571	0.429
T	D	M	D	D	D	B	T	B	0.774	0.226
T	D	M	D	D	D	D	D	P	0.188	0.812
T	D	M	D	D	D	D	T	B	0.538	0.462
T	D	M	D	D	D	P	D	P	0.484	0.516
T	D	M	D	D	D	P	T	B	0.693	0.307
T	D	M	D	D	P	B	D	B	0.732	0.268
T	D	M	D	D	P	B	T	B	0.901	0.099
T	D	M	D	D	P	D	D	P	0.348	0.652
T	D	M	D	D	P	D	T	B	0.676	0.324
T	D	M	D	D	P	P	D	B	0.509	0.491
T	D	M	D	D	P	P	T	B	0.786	0.214
T	D	M	D	N	B	B	D	B	0.97	0.03
T	D	M	D	N	B	B	T	B	0.993	0.007
T	D	M	D	N	B	D	D	B	0.813	0.187
T	D	M	D	N	B	D	T	B	0.927	0.073
T	D	M	D	N	B	P	D	B	0.814	0.186
T	D	M	D	N	B	P	T	B	0.942	0.058
T	D	M	D	N	D	B	D	B	0.913	0.087
T	D	M	D	N	D	B	T	B	0.972	0.028
T	D	M	D	N	D	D	D	B	0.79	0.21
T	D	M	D	N	D	D	T	B	0.907	0.093
T	D	M	D	N	D	P	D	B	0.888	0.112
T	D	M	D	N	D	P	T	B	0.953	0.047
T	D	M	D	N	P	B	D	B	0.961	0.039
T	D	M	D	N	P	B	T	B	0.993	0.007
T	D	M	D	N	P	D	D	B	0.827	0.173
T	D	M	D	N	P	D	T	B	0.934	0.066
T	D	M	D	N	P	P	D	B	0.922	0.078
T	D	M	D	N	P	P	T	B	0.978	0.022
T	D	M	N	D	B	B	D	B	0.906	0.094
T	D	M	N	D	B	B	T	B	0.957	0.043
T	D	M	N	D	B	D	D	B	0.675	0.325
T	D	M	N	D	B	D	T	B	0.824	0.176
T	D	M	N	D	B	P	D	B	0.752	0.248
T	D	M	N	D	B	P	T	B	0.879	0.121
T	D	M	N	D	D	B	D	B	0.774	0.226
T	D	M	N	D	D	B	T	B	0.833	0.167
T	D	M	N	D	D	D	D	B	0.574	0.426
T	D	M	N	D	D	D	T	B	0.718	0.282
T	D	M	N	D	D	P	D	B	0.748	0.252
T	D	M	N	D	D	P	T	B	0.844	0.156
T	D	M	N	D	P	B	D	B	0.872	0.128
T	D	M	N	D	P	B	T	B	0.941	0.059
T	D	M	N	D	P	D	D	B	0.649	0.351
T	D	M	N	D	P	D	T	B	0.815	0.185
T	D	M	N	D	P	P	D	B	0.771	0.229
T	D	M	N	D	P	P	T	B	0.907	0.093
T	D	M	N	N	B	B	D	B	0.989	0.011
T	D	M	N	N	B	B	T	B	0.997	0.003
T	D	M	N	N	B	D	D	B	0.876	0.124
T	D	M	N	N	B	D	T	B	0.938	0.062
T	D	M	N	N	B	P	D	B	0.909	0.091
T	D	M	N	N	B	P	T	B	0.944	0.056
T	D	M	N	N	D	B	D	B	0.949	0.051
T	D	M	N	N	D	B	T	B	0.98	0.02
T	D	M	N	N	D	D	D	B	0.856	0.144
T	D	M	N	N	D	D	T	B	0.925	0.075
T	D	M	N	N	D	P	D	B	0.929	0.071
T	D	M	N	N	D	P	T	B	0.97	0.03
T	D	M	N	N	P	B	D	B	0.981	0.019
T	D	M	N	N	P	B	T	B	0.997	0.003
T	D	M	N	N	P	D	D	B	0.878	0.122
T	D	M	N	N	P	D	T	B	0.953	0.047
T	D	M	N	N	P	P	D	B	0.959	0.041
T	D	M	N	N	P	P	T	B	0.989	0.011
T	D	M	P	D	B	B	D	B	0.866	0.134
T	D	M	P	D	B	B	T	B	0.944	0.056
T	D	M	P	D	B	D	D	B	0.604	0.396
T	D	M	P	D	B	D	T	B	0.798	0.202
T	D	M	P	D	B	P	D	B	0.693	0.307
T	D	M	P	D	B	P	T	B	0.85	0.15
T	D	M	P	D	D	B	D	B	0.722	0.278
T	D	M	P	D	D	B	T	B	0.844	0.156
T	D	M	P	D	D	D	D	P	0.492	0.508
T	D	M	P	D	D	D	T	B	0.686	0.314
T	D	M	P	D	D	P	D	B	0.671	0.329
T	D	M	P	D	D	P	T	B	0.797	0.203
T	D	M	P	D	P	B	D	B	0.831	0.169
T	D	M	P	D	P	B	T	B	0.921	0.079
T	D	M	P	D	P	D	D	B	0.583	0.417
T	D	M	P	D	P	D	T	B	0.776	0.224
T	D	M	P	D	P	P	D	B	0.704	0.296
T	D	M	P	D	P	P	T	B	0.848	0.152
T	D	M	P	N	B	B	D	B	0.98	0.02
T	D	M	P	N	B	B	T	B	0.996	0.004
T	D	M	P	N	B	D	D	B	0.856	0.144
T	D	M	P	N	B	D	T	B	0.939	0.061
T	D	M	P	N	B	P	D	B	0.883	0.117
T	D	M	P	N	B	P	T	B	0.956	0.044
T	D	M	P	N	D	B	D	B	0.924	0.076
T	D	M	P	N	D	B	T	B	0.97	0.03
T	D	M	P	N	D	D	D	B	0.817	0.183
T	D	M	P	N	D	D	T	B	0.911	0.089
T	D	M	P	N	D	P	D	B	0.897	0.103
T	D	M	P	N	D	P	T	B	0.954	0.046
T	D	M	P	N	P	B	D	B	0.965	0.035
T	D	M	P	N	P	B	T	B	0.995	0.005
T	D	M	P	N	P	D	D	B	0.851	0.149
T	D	M	P	N	P	D	T	B	0.942	0.058
T	D	M	P	N	P	P	D	B	0.935	0.065
T	D	M	P	N	P	P	T	B	0.978	0.022
T	D	L	A	D	B	B	D	P	0.48	0.52
T	D	L	A	D	B	B	T	B	0.514	0.486
T	D	L	A	D	B	D	D	P	0.298	0.702
T	D	L	A	D	B	D	T	P	0.436	0.564
T	D	L	A	D	B	P	D	P	0.392	0.608
T	D	L	A	D	B	P	T	P	0.497	0.503
T	D	L	A	D	D	B	D	P	0.378	0.622
T	D	L	A	D	D	B	T	P	0.465	0.535
T	D	L	A	D	D	D	D	P	0.169	0.831
T	D	L	A	D	D	D	T	P	0.327	0.673
T	D	L	A	D	D	P	D	P	0.313	0.687
T	D	L	A	D	D	P	T	P	0.451	0.549
T	D	L	A	D	P	B	D	P	0.419	0.581
T	D	L	A	D	P	B	T	B	0.519	0.481
T	D	L	A	D	P	D	D	P	0.244	0.756
T	D	L	A	D	P	D	T	P	0.422	0.578
T	D	L	A	D	P	P	D	P	0.34	0.66
T	D	L	A	D	P	P	T	B	0.506	0.494
T	D	L	A	N	B	B	D	B	0.559	0.441
T	D	L	A	N	B	B	T	B	0.544	0.456
T	D	L	A	N	B	D	D	P	0.475	0.525
T	D	L	A	N	B	D	T	B	0.522	0.478
T	D	L	A	N	B	P	D	B	0.503	0.497
T	D	L	A	N	B	P	T	B	0.531	0.469
T	D	L	A	N	D	B	D	B	0.534	0.466
T	D	L	A	N	D	B	T	B	0.576	0.424
T	D	L	A	N	D	D	D	P	0.426	0.574
T	D	L	A	N	D	D	T	P	0.495	0.505
T	D	L	A	N	D	P	D	P	0.463	0.537
T	D	L	A	N	D	P	T	B	0.512	0.488
T	D	L	A	N	P	B	D	B	0.526	0.474
T	D	L	A	N	P	B	T	B	0.556	0.444
T	D	L	A	N	P	D	D	P	0.437	0.563
T	D	L	A	N	P	D	T	B	0.538	0.462
T	D	L	A	N	P	P	D	P	0.477	0.523
T	D	L	A	N	P	P	T	B	0.545	0.455
T	D	L	D	D	B	B	D	B	0.843	0.157
T	D	L	D	D	B	B	T	B	0.956	0.044
T	D	L	D	D	B	D	D	P	0.495	0.505
T	D	L	D	D	B	D	T	B	0.769	0.231
T	D	L	D	D	B	P	D	B	0.652	0.348
T	D	L	D	D	B	P	T	B	0.853	0.147
T	D	L	D	D	D	B	D	B	0.65	0.35
T	D	L	D	D	D	B	T	B	0.837	0.163
T	D	L	D	D	D	D	D	P	0.307	0.693
T	D	L	D	D	D	D	T	B	0.626	0.374
T	D	L	D	D	D	P	D	B	0.596	0.404
T	D	L	D	D	D	P	T	B	0.791	0.209
T	D	L	D	D	P	B	D	B	0.778	0.222
T	D	L	D	D	P	B	T	B	0.934	0.066
T	D	L	D	D	P	D	D	P	0.433	0.567
T	D	L	D	D	P	D	T	B	0.728	0.272
T	D	L	D	D	P	P	D	B	0.632	0.368
T	D	L	D	D	P	P	T	B	0.843	0.157
T	D	L	D	N	B	B	D	B	0.985	0.015
T	D	L	D	N	B	B	T	B	0.997	0.003
T	D	L	D	N	B	D	D	B	0.845	0.155
T	D	L	D	N	B	D	T	B	0.946	0.054
T	D	L	D	N	B	P	D	B	0.891	0.109
T	D	L	D	N	B	P	T	B	0.951	0.049
T	D	L	D	N	D	B	D	B	0.939	0.061
T	D	L	D	N	D	B	T	B	0.984	0.016
T	D	L	D	N	D	D	D	B	0.84	0.16
T	D	L	D	N	D	D	T	B	0.945	0.055
T	D	L	D	N	D	P	D	B	0.923	0.077
T	D	L	D	N	D	P	T	B	0.973	0.027
T	D	L	D	N	P	B	D	B	0.977	0.023
T	D	L	D	N	P	B	T	B	0.997	0.003
T	D	L	D	N	P	D	D	B	0.807	0.193
T	D	L	D	N	P	D	T	B	0.948	0.052
T	D	L	D	N	P	P	D	B	0.943	0.057
T	D	L	D	N	P	P	T	B	0.989	0.011
T	D	L	N	D	B	B	D	B	0.93	0.07
T	D	L	N	D	B	B	T	B	0.973	0.027
T	D	L	N	D	B	D	D	B	0.718	0.282
T	D	L	N	D	B	D	T	B	0.856	0.144
T	D	L	N	D	B	P	D	B	0.827	0.173
T	D	L	N	D	B	P	T	B	0.923	0.077
T	D	L	N	D	D	B	D	B	0.831	0.169
T	D	L	N	D	D	B	T	B	0.872	0.128
T	D	L	N	D	D	D	D	B	0.626	0.374
T	D	L	N	D	D	D	T	B	0.769	0.231
T	D	L	N	D	D	P	D	B	0.798	0.202
T	D	L	N	D	D	P	T	B	0.887	0.113
T	D	L	N	D	P	B	D	B	0.894	0.106
T	D	L	N	D	P	B	T	B	0.959	0.041
T	D	L	N	D	P	D	D	B	0.679	0.321
T	D	L	N	D	P	D	T	B	0.841	0.159
T	D	L	N	D	P	P	D	B	0.831	0.169
T	D	L	N	D	P	P	T	B	0.935	0.065
T	D	L	N	N	B	B	D	B	0.998	0.002
T	D	L	N	N	B	B	T	B	0.999	0.001
T	D	L	N	N	B	D	D	B	0.9	0.1
T	D	L	N	N	B	D	T	B	0.959	0.041
T	D	L	N	N	B	P	D	B	0.936	0.064
T	D	L	N	N	B	P	T	B	0.964	0.036
T	D	L	N	N	D	B	D	B	0.968	0.032
T	D	L	N	N	D	B	T	B	0.986	0.014
T	D	L	N	N	D	D	D	B	0.902	0.098
T	D	L	N	N	D	D	T	B	0.952	0.048
T	D	L	N	N	D	P	D	B	0.955	0.045
T	D	L	N	N	D	P	T	B	0.98	0.02
T	D	L	N	N	P	B	D	B	0.991	0.009
T	D	L	N	N	P	B	T	B	0.999	0.001
T	D	L	N	N	P	D	D	B	0.886	0.114
T	D	L	N	N	P	D	T	B	0.969	0.031
T	D	L	N	N	P	P	D	B	0.963	0.037
T	D	L	N	N	P	P	T	B	0.993	0.007
T	D	L	P	D	B	B	D	B	0.886	0.114
T	D	L	P	D	B	B	T	B	0.957	0.043
T	D	L	P	D	B	D	D	B	0.665	0.335
T	D	L	P	D	B	D	T	B	0.842	0.158
T	D	L	P	D	B	P	D	B	0.769	0.231
